EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,SatisfactionLevel
40,44,No,Travel_Rarely,Unknown,10,4,Other,4,Male,3,2, Healthcare Representative ,4,Married,6465,19121,2,No,13,3,4,0,Unknown,5,4,4,1,3,1979,No,A
47,50,Yes,Travel_Rarely,Unknown,3,2,Unknown,1,Male,2,1, Sales Representative ,3,Married,2683,3810,1,No,14,3,3,0,3,2,3,3,0,2,1973,Yes,A
49,35,No,Travel_Rarely,Unknown,2,3,Marketing,4,Female,3,1, Sales Representative ,4,Married,2014,9687,1,No,13,3,1,0,2,3,3,2,2,2,1988,Yes,A
65,28,Yes,Travel_Rarely,Unknown,5,4,Unknown,3,Male,3,1, Laboratory Technician ,3,Single,3441,11179,1,Yes,13,3,3,0,2,3,2,2,2,2,1995,Yes,A
72,26,No,Travel_Rarely,Unknown,22,3,Unknown,3,Female,2,2, Sales Executive ,4,Married,6477,21436,7,Yes,19,3,3,1,5,2,2,2,0,0,1997,No,A
88,35,No,Travel_Rarely,Unknown,31,3,Medical,2,Male,3,1, Research Scientist ,1,Married,6477,5868,4,No,13,3,4,1,5,2,2,3,1,2,1988,Yes,B
102,37,No,Travel_Rarely,Unknown,20,4,Medical,1,Male,3,3, Research Director ,3,Unknown,13664,25258,4,No,13,3,1,0,Unknown,3,4,5,0,2,1986,Yes,A
103,46,No,Travel_Rarely,Unknown,38,2,Medical,3,Male,3,2, Human Resources ,2,Divorced,5021,10425,8,Yes,22,4,4,1,Unknown,2,3,4,0,2,1977,Yes,B
110,34,No,Travel_Rarely,Unknown,1,2,Medical,1,Male,3,2, Manufacturing Director ,2,Married,6477,17736,1,No,15,3,3,0,Unknown,2,3,5,1,3,1989,Yes,B
116,51,No,Travel_Rarely,Unknown,9,4,Unknown,4,Male,3,1, Laboratory Technician ,4,Unknown,6477,18725,3,No,23,4,2,2,10,4,3,4,0,3,1972,Yes,A
128,24,No,Travel_Rarely, Sales ,3,2,Other,1,Female,3,2, Sales Executive ,3,Married,6477,17519,0,No,21,4,1,1,4,2,2,3,0,2,1999,Yes,A
132,44,No,Travel_Rarely,Unknown,23,3,Unknown,2,Male,3,2, Laboratory Technician ,2,Married,6477,25043,4,No,12,3,3,1,Unknown,3,4,3,1,2,1979,Yes,B
133,37,Yes,Travel_Rarely,Unknown,6,4,Human Resources,3,Male,3,1, Human Resources ,1,Divorced,6477,23648,4,No,22,4,4,0,Unknown,3,3,3,0,2,1986,Yes,B
143,25,No,Travel_Rarely,Unknown,7,1,Unknown,4,Male,2,1, Research Scientist ,4,Married,6477,26897,1,No,11,3,3,2,Unknown,2,3,2,2,1,1998,Yes,A
171,43,No,Travel_Rarely,Unknown,26,3,Medical,2,Female,4,1, Research Scientist ,3,Single,4739,16090,4,No,12,3,4,0,Unknown,2,3,3,1,2,1980,Yes,A
175,31,Yes,Travel_Rarely,Unknown,20,3,Unknown,2,Female,1,2, Sales Executive ,3,Unknown,6477,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,1992,Yes,A
178,36,No,Travel_Rarely, Research & Development ,6,2,Medical,2,Male,3,2, Manufacturing Director ,2,Divorced,6477,2819,6,No,20,4,4,2,7,0,3,3,0,1,1987,No,B
179,51,Yes,Travel_Frequently,Unknown,16,4,Unknown,1,Male,1,3, Manufacturing Director ,4,Unknown,10650,25150,2,No,15,3,4,0,18,2,3,4,0,3,1972,No,A
193,38,No,Travel_Rarely,Unknown,3,5,Technical Degree,4,Female,3,2, Research Scientist ,3,Unknown,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,1985,No,A
197,30,No,Travel_Rarely, Research & Development ,5,3,Technical Degree,4,Female,3,1, Research Scientist ,1,Divorced,6477,10415,5,No,14,3,4,1,8,3,3,3,2,2,1993,Yes,B
218,27,No,Non-Travel, Research & Development ,9,3,Medical,4,Male,3,1, Research Scientist ,2,Unknown,2024,5970,6,No,18,3,4,1,Unknown,1,1,2,2,2,1996,Yes,B
221,28,No,Travel_Rarely, Research & Development ,21,3,Medical,3,Male,3,1, Research Scientist ,4,Married,6477,6672,1,No,11,3,3,1,5,2,1,5,0,2,1995,Yes,A
233,27,No,Travel_Rarely,Unknown,17,3,Unknown,3,Male,3,1, Research Scientist ,2,Unknown,3058,13364,0,No,16,3,4,1,6,3,2,5,1,1,1996,Yes,B
241,56,No,Travel_Rarely,Unknown,8,3,Life Sciences,3,Female,3,1, Research Scientist ,1,Divorced,6477,13939,4,No,18,3,3,1,Unknown,3,3,2,2,2,1967,Yes,B
245,38,No,Travel_Rarely,Unknown,9,2,Unknown,3,Female,3,1, Laboratory Technician ,4,Single,6477,6319,1,No,12,3,3,0,Unknown,3,3,2,2,1,1985,Yes,A
246,31,No,Travel_Rarely,Unknown,12,1,Medical,3,Female,3,1, Research Scientist ,4,Unknown,3929,6984,8,No,23,4,3,1,7,0,3,4,0,2,1992,Yes,A
247,34,No,Travel_Rarely,Unknown,27,2,Medical,4,Female,3,1, Research Scientist ,2,Unknown,6477,5711,2,No,15,3,4,0,9,3,3,3,1,2,1989,Yes,B
249,50,No,Travel_Rarely, Research & Development ,1,3,Unknown,3,Male,2,1, Laboratory Technician ,3,Unknown,6477,3425,2,No,15,3,4,1,Unknown,2,2,3,0,2,1973,No,A
250,53,No,Travel_Rarely,Unknown,13,2,Unknown,4,Female,4,2, Manufacturing Director ,1,Divorced,6477,26250,1,No,11,3,3,2,5,3,3,4,1,3,1970,No,B
269,35,No,Travel_Frequently,Unknown,24,3,Medical,2,Female,3,2, Laboratory Technician ,2,Single,4425,15986,5,No,11,3,4,0,Unknown,5,3,6,1,2,1988,Yes,B
287,40,No,Travel_Rarely,Unknown,10,5,Life Sciences,4,Male,2,2, Healthcare Representative ,4,Unknown,6477,14242,9,No,14,3,4,1,5,5,1,3,0,2,1983,Yes,A
288,46,No,Travel_Rarely,Unknown,1,4,Unknown,4,Male,3,3, Healthcare Representative ,1,Unknown,6477,12368,7,No,16,3,3,1,17,3,3,4,0,3,1977,Yes,B
297,30,Yes,Travel_Rarely,Unknown,3,3,Technical Degree,4,Female,3,1, Research Scientist ,1,Unknown,2657,8556,5,Yes,11,3,3,0,8,5,3,5,0,4,1993,Yes,B
303,54,No,Travel_Rarely,Unknown,3,3,Unknown,4,Female,3,2, Sales Executive ,1,Married,5940,17011,2,No,14,3,4,1,16,4,3,6,0,5,1969,No,B
305,33,No,Travel_Rarely, Research & Development ,4,4,Unknown,3,Female,2,1, Research Scientist ,2,Married,2622,13248,6,No,21,4,4,0,Unknown,3,3,3,1,1,1990,Yes,B
316,52,No,Travel_Rarely,Unknown,2,3,Unknown,3,Female,2,1, Laboratory Technician ,4,Single,3212,3300,7,No,15,3,2,0,Unknown,3,2,2,2,2,1971,Yes,A
332,39,No,Travel_Rarely,Unknown,24,4,Medical,3,Female,3,1, Laboratory Technician ,3,Divorced,6477,15417,7,No,14,3,3,3,7,1,3,3,1,2,1984,No,A
337,31,No,Travel_Rarely,Unknown,3,4,Medical,2,Male,3,3, Research Director ,3,Divorced,6477,13523,9,No,12,3,1,1,Unknown,3,3,2,2,2,1992,Yes,A
338,33,No,Travel_Rarely,Unknown,5,4,Life Sciences,3,Female,2,1, Research Scientist ,4,Married,2911,14776,1,No,13,3,3,1,2,2,2,2,0,2,1990,Yes,A
341,45,No,Travel_Rarely,Unknown,23,4,Life Sciences,1,Male,4,2, Manufacturing Director ,3,Unknown,6477,5118,4,No,17,3,4,1,9,1,3,3,0,2,1978,Yes,A
347,42,No,Travel_Rarely, Research & Development ,17,2,Unknown,4,Female,4,2, Research Scientist ,1,Single,6477,23016,3,Yes,13,3,3,0,Unknown,1,3,3,0,2,1981,Yes,B
349,29,No,Travel_Rarely,Unknown,19,2,Marketing,4,Male,3,2, Sales Executive ,4,Divorced,6931,10732,2,No,14,3,4,1,Unknown,2,3,3,0,2,1994,No,A
350,25,No,Travel_Rarely,Unknown,1,3,Unknown,1,Female,3,2, Manufacturing Director ,3,Married,6477,7505,0,No,12,3,4,2,5,3,3,4,1,2,1998,No,A
362,32,No,Travel_Rarely,Unknown,2,1,Unknown,4,Male,2,2, Laboratory Technician ,1,Unknown,2176,19737,4,No,13,3,4,0,9,5,3,6,0,4,1991,No,B
379,21,No,Travel_Rarely,Unknown,3,2,Unknown,4,Male,2,1, Research Scientist ,3,Single,3230,10531,1,No,17,3,1,0,Unknown,4,4,3,1,0,2002,No,A
380,37,No,Non-Travel,Unknown,1,4,Medical,1,Female,3,3, Research Director ,4,Divorced,6477,11677,2,Yes,18,3,1,2,Unknown,2,3,5,0,2,1986,No,A
393,38,No,Travel_Rarely,Unknown,23,4,Life Sciences,4,Male,3,2, Healthcare Representative ,4,Unknown,6477,18899,9,No,14,3,2,1,Unknown,2,3,2,1,2,1985,No,A
394,26,Yes,Travel_Rarely,Unknown,16,4,Medical,1,Male,3,1, Laboratory Technician ,2,Divorced,6477,14180,2,Yes,13,3,4,1,Unknown,2,3,3,0,2,1997,No,B
396,49,No,Travel_Rarely,Unknown,10,4,Life Sciences,3,Female,3,5, Research Director ,1,Single,18665,25594,9,Yes,11,3,4,0,Unknown,4,3,3,1,2,1974,Yes,B
403,37,No,Travel_Frequently,Unknown,9,3,Medical,2,Male,3,1, Research Scientist ,4,Married,6477,11411,1,No,12,3,3,3,Unknown,3,2,4,1,2,1986,No,A
555,34,Yes,Travel_Frequently,Unknown,6,2,Unknown,4,Female,1,1, Sales Representative ,3,Unknown,6477,12253,0,No,16,3,4,1,3,3,2,2,1,0,1989,Yes,A
564,29,No,Travel_Rarely,Unknown,3,4,Unknown,2,Male,2,3, Research Director ,3,Unknown,11935,21526,1,No,18,3,3,0,Unknown,2,3,10,0,7,1994,Yes,A
580,46,No,Travel_Rarely,Unknown,10,3,Marketing,3,Female,2,3, Sales Executive ,4,Unknown,6477,11563,2,No,19,3,3,1,15,3,3,3,1,2,1977,No,A
585,30,No,Travel_Rarely, Sales ,7,1,Marketing,4,Male,3,1, Sales Representative ,2,Single,6477,18398,0,No,14,3,1,0,Unknown,3,3,3,1,2,1993,Yes,B
591,42,No,Travel_Rarely,Unknown,5,2,Other,2,Male,3,1, Laboratory Technician ,3,Married,6477,9260,4,No,17,3,4,1,Unknown,4,3,2,2,0,1981,Yes,A
593,22,Yes,Travel_Rarely, Research & Development ,25,1,Technical Degree,3,Male,2,1, Laboratory Technician ,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,1,2,2001,Yes,A
611,29,No,Travel_Rarely,Unknown,19,3,Technical Degree,4,Male,3,2, Manufacturing Director ,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,1,2,1994,Yes,A
624,46,No,Travel_Frequently, Research & Development ,18,1,Medical,1,Female,3,3, Healthcare Representative ,3,Married,10527,8984,5,No,11,3,4,0,Unknown,3,2,2,1,2,1977,Yes,A
631,32,Yes,Travel_Rarely, Sales ,11,4,Other,4,Male,4,2, Sales Executive ,3,Unknown,6477,23914,8,No,12,3,4,0,Unknown,2,3,4,1,2,1991,Yes,A
632,24,No,Travel_Rarely,Unknown,24,3,Medical,4,Male,3,1, Sales Representative ,4,Unknown,2400,5530,0,No,13,3,3,2,3,3,3,2,2,1,1999,No,A
652,35,No,Travel_Rarely,Unknown,25,2,Unknown,1,Male,2,2, Laboratory Technician ,4,Single,3681,14004,4,No,14,3,4,0,Unknown,3,3,3,0,2,1988,No,A
659,42,No,Travel_Rarely,Unknown,2,4,Life Sciences,3,Female,3,2, Healthcare Representative ,4,Married,6477,5718,1,No,13,3,2,2,10,4,3,10,2,2,1981,Yes,A
664,48,No,Travel_Rarely,Unknown,1,4,Unknown,4,Female,2,4, Manager ,1,Married,6477,17997,7,No,11,3,1,1,21,3,1,3,0,2,1975,Yes,B
665,44,No,Travel_Rarely,Unknown,1,4,Unknown,1,Female,2,2, Human Resources ,3,Unknown,6477,26894,4,No,11,3,2,0,10,1,4,2,0,2,1979,Yes,A
666,34,No,Travel_Rarely, Sales ,14,3,Unknown,3,Female,3,1, Sales Representative ,3,Unknown,6477,2912,1,Yes,18,3,4,2,8,3,3,8,0,6,1989,Yes,A
671,44,No,Travel_Rarely,Unknown,3,4,Unknown,4,Male,3,5, Manager ,4,Unknown,19513,9358,4,No,12,3,1,1,26,2,4,2,0,1,1979,Yes,A
675,22,No,Travel_Rarely,Unknown,6,1,Medical,1,Male,3,1, Research Scientist ,3,Married,6477,12145,0,No,20,4,4,0,Unknown,3,3,2,2,2,2001,Yes,A
686,26,No,Travel_Rarely,Unknown,6,3,Unknown,3,Female,3,1, Laboratory Technician ,4,Unknown,2659,17759,1,Yes,13,3,3,1,Unknown,2,3,3,0,2,1997,No,A
699,36,No,Travel_Rarely,Unknown,9,2,Medical,2,Male,2,2, Manufacturing Director ,2,Unknown,8847,13934,2,Yes,11,3,3,1,13,2,3,3,0,2,1987,Yes,B
705,23,No,Travel_Rarely,Unknown,4,3,Unknown,1,Male,4,1, Research Scientist ,1,Unknown,6477,8544,2,No,16,3,1,1,5,3,4,3,0,2,2000,No,B
707,25,No,Travel_Rarely,Unknown,8,3,Life Sciences,4,Male,4,2, Sales Executive ,2,Unknown,4851,15678,0,No,22,4,3,1,4,4,3,3,1,2,1998,No,B
712,48,No,Travel_Rarely,Unknown,14,1,Unknown,3,Male,4,2, Sales Executive ,2,Married,8120,18597,3,No,12,3,4,0,Unknown,3,3,2,2,2,1975,Yes,B
732,60,No,Travel_Rarely,Unknown,16,4,Unknown,1,Male,3,2, Sales Executive ,1,Single,5405,11924,8,No,14,3,4,0,10,1,3,2,2,2,1963,No,B
738,50,No,Travel_Rarely,Unknown,8,4,Marketing,4,Male,3,1, Sales Representative ,2,Married,6477,9983,7,No,15,3,4,1,4,2,3,2,2,2,1973,Yes,B
744,44,No,Non-Travel,Unknown,24,3,Unknown,1,Male,1,1, Laboratory Technician ,3,Single,3708,2104,2,No,14,3,3,0,9,5,3,5,1,4,1979,No,A
746,47,No,Travel_Frequently,Unknown,3,3,Unknown,4,Female,3,4, Sales Executive ,3,Divorced,13770,10225,9,Yes,12,3,4,2,28,2,2,22,11,13,1976,Yes,A
752,42,Yes,Travel_Rarely,Unknown,19,3,Unknown,3,Male,4,1, Research Scientist ,3,Divorced,6477,20366,6,No,12,3,4,0,Unknown,2,3,2,2,2,1981,Yes,A
754,43,No,Travel_Frequently,Unknown,15,3,Life Sciences,4,Male,2,2, Sales Executive ,4,Married,6477,23683,3,No,18,3,3,1,7,5,3,2,2,2,1980,Yes,A
769,53,No,Travel_Rarely,Unknown,6,3,Unknown,4,Male,3,2, Laboratory Technician ,4,Single,2450,10919,2,No,17,3,4,0,19,4,3,2,2,2,1970,No,A
792,26,No,Travel_Frequently,Unknown,1,2,Life Sciences,1,Female,1,1, Laboratory Technician ,4,Unknown,6477,5288,3,No,14,3,1,1,Unknown,2,3,2,2,0,1997,Yes,A
797,34,No,Travel_Rarely,Unknown,1,4,Unknown,2,Female,4,1, Research Scientist ,4,Single,6477,13551,2,No,16,3,3,0,Unknown,2,3,4,1,3,1989,No,A
800,27,No,Travel_Rarely,Unknown,8,1,Marketing,3,Male,3,2, Sales Executive ,4,Married,4342,24008,0,No,19,3,2,1,5,3,3,4,1,1,1996,Yes,A
806,30,No,Travel_Rarely,Unknown,18,3,Unknown,4,Male,1,1, Laboratory Technician ,3,Married,6477,24375,3,No,21,3,3,2,7,2,3,2,0,2,1993,Yes,A
813,52,No,Travel_Rarely, Research & Development ,25,4,Life Sciences,3,Female,3,2, Laboratory Technician ,3,Unknown,3149,21821,8,No,20,4,2,1,9,3,3,5,1,4,1971,Yes,A
819,33,Yes,Travel_Rarely,Unknown,16,3,Marketing,1,Female,3,2, Sales Executive ,1,Single,5324,26507,5,No,15,3,3,0,Unknown,3,3,3,0,2,1990,No,B
838,34,No,Travel_Frequently, Research & Development ,16,4,Unknown,3,Female,2,1, Research Scientist ,4,Single,2553,8306,1,No,16,3,3,0,6,3,3,5,1,3,1989,Yes,A
847,34,No,Travel_Rarely,Unknown,3,2,Unknown,3,Male,3,1, Human Resources ,4,Unknown,6477,2243,0,No,19,3,3,1,4,1,1,3,0,2,1989,No,A
852,44,No,Travel_Rarely,Unknown,4,3,Unknown,4,Male,3,2, Healthcare Representative ,2,Single,5933,5197,9,No,12,3,4,0,10,2,2,5,2,3,1979,Yes,B
859,32,No,Travel_Rarely,Unknown,13,4,Life Sciences,2,Male,3,2, Sales Executive ,4,Divorced,4403,9250,2,No,11,3,3,1,8,3,2,5,0,3,1991,Yes,A
872,22,No,Travel_Rarely,Unknown,1,2,Life Sciences,4,Male,2,2, Manufacturing Director ,4,Unknown,6477,19146,6,No,22,4,1,2,4,2,1,2,2,2,2001,No,A
874,44,No,Travel_Rarely,Unknown,8,4,Life Sciences,1,Male,4,1, Laboratory Technician ,4,Unknown,6477,5044,2,Yes,24,4,3,1,10,2,2,3,0,2,1979,No,A
881,35,Yes,Travel_Frequently,Unknown,25,4,Life Sciences,4,Female,3,1, Research Scientist ,2,Divorced,2022,16612,1,No,19,3,1,1,10,3,2,10,7,8,1988,Yes,B
885,25,No,Travel_Rarely,Unknown,4,1,Unknown,3,Male,2,2, Sales Executive ,1,Unknown,4256,18154,1,No,12,3,1,0,5,1,4,5,0,3,1998,No,B
888,24,No,Non-Travel,Unknown,19,1,Life Sciences,1,Male,2,1, Laboratory Technician ,4,Unknown,6477,10778,0,No,17,3,4,0,Unknown,2,2,5,3,4,1999,No,A
893,38,No,Travel_Rarely, Sales ,9,3,Marketing,2,Male,2,1, Sales Representative ,2,Unknown,2899,12102,0,No,19,3,4,1,3,3,3,2,1,2,1985,Yes,B
896,29,Yes,Travel_Rarely,Unknown,1,3,Medical,2,Female,2,1, Sales Representative ,3,Unknown,6477,23522,6,Yes,19,3,3,3,5,3,3,3,0,2,1994,No,A
902,43,No,Travel_Frequently,Unknown,1,3,Life Sciences,4,Female,3,2, Healthcare Representative ,4,Married,5562,21782,4,No,13,3,2,1,12,2,2,5,2,2,1980,Yes,A
916,28,No,Travel_Rarely,Unknown,5,4,Medical,1,Male,3,2, Sales Executive ,4,Single,6477,24252,1,No,14,3,2,0,4,3,3,4,0,2,1995,No,A
922,20,Yes,Travel_Rarely,Unknown,2,3,Unknown,3,Female,2,1, Sales Representative ,3,Single,6477,22052,1,No,13,3,4,0,2,3,2,2,0,2,2003,Yes,A
925,47,No,Travel_Rarely,Unknown,2,4,Life Sciences,4,Female,2,1, Sales Representative ,4,Single,6477,13137,1,Yes,18,3,1,0,3,3,2,3,1,2,1976,Yes,A
930,28,No,Travel_Rarely,Unknown,9,3,Medical,3,Female,3,1, Research Scientist ,3,Divorced,2377,9834,5,No,18,3,2,1,6,2,3,2,2,2,1995,Yes,A
939,33,No,Travel_Rarely, Research & Development ,1,4,Unknown,3,Male,2,1, Research Scientist ,1,Single,2799,3339,3,No,11,3,2,0,Unknown,1,3,3,0,2,1990,No,B
975,35,No,Travel_Rarely,Unknown,48,3,Unknown,3,Female,3,2, Sales Executive ,3,Unknown,6477,6179,1,No,16,3,2,0,5,3,3,5,1,0,1988,Yes,A
991,31,Yes,Travel_Rarely,Unknown,9,2,Medical,3,Male,2,1, Research Scientist ,1,Single,6477,10322,0,Yes,22,4,1,0,4,0,3,3,1,2,1992,No,B
995,33,No,Travel_Rarely,Unknown,13,1,Life Sciences,2,Female,3,1, Research Scientist ,4,Single,3452,17241,3,No,18,3,1,0,5,4,3,3,0,2,1990,No,A
1001,27,No,Travel_Rarely,Unknown,24,4,Unknown,3,Female,3,1, Laboratory Technician ,2,Married,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,1996,No,B
1010,35,Yes,Travel_Rarely, Research & Development ,14,4,Other,3,Male,2,1, Laboratory Technician ,2,Divorced,6477,10074,1,Yes,24,4,4,1,5,2,1,4,0,2,1988,No,B
1017,30,Yes,Travel_Rarely,Unknown,5,3,Unknown,2,Female,3,1, Laboratory Technician ,2,Unknown,6477,25725,0,No,17,3,1,0,4,3,3,3,1,2,1993,Yes,B
1022,48,No,Travel_Rarely, Research & Development ,6,3,Unknown,1,Male,2,2, Healthcare Representative ,3,Unknown,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,1975,Yes,A
1027,27,No,Travel_Rarely, Research & Development ,2,4,Unknown,1,Female,3,2, Manufacturing Director ,4,Unknown,4227,4658,0,No,18,3,2,1,Unknown,2,3,3,2,2,1996,Yes,A
1028,35,No,Travel_Rarely, Research & Development ,10,3,Other,2,Male,3,1, Laboratory Technician ,4,Unknown,3917,9541,1,No,20,4,1,1,3,4,2,3,1,2,1988,No,A
1037,26,Yes,Non-Travel,Unknown,29,2,Medical,2,Male,1,2, Sales Executive ,1,Single,4969,21813,8,No,18,3,4,0,Unknown,6,3,2,2,2,1997,Yes,B
1077,20,Yes,Travel_Rarely,Unknown,9,3,Marketing,4,Female,3,1, Sales Representative ,4,Single,6477,17205,1,Yes,14,3,2,0,2,3,3,2,0,2,2003,Yes,A
1084,30,No,Travel_Rarely,Unknown,20,3,Other,3,Male,3,2, Manufacturing Director ,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,0,2,1993,No,B
1094,27,No,Non-Travel,Unknown,8,5,Unknown,1,Male,1,1, Laboratory Technician ,3,Married,6477,5869,1,No,19,3,4,3,3,4,3,3,1,2,1996,No,A
1096,55,No,Travel_Rarely,Unknown,2,1,Unknown,4,Male,3,3, Manufacturing Director ,2,Married,6477,15813,3,No,18,3,2,1,23,4,3,3,1,2,1968,Yes,B
1099,33,No,Travel_Rarely,Unknown,5,3,Life Sciences,4,Male,2,3, Healthcare Representative ,4,Unknown,6477,21214,4,No,15,3,3,1,Unknown,2,3,3,1,2,1990,Yes,A
1102,28,No,Travel_Rarely,Unknown,15,2,Life Sciences,1,Male,3,1, Laboratory Technician ,3,Unknown,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,1995,Yes,A
1103,34,No,Travel_Rarely,Unknown,3,1,Life Sciences,1,Male,3,2, Healthcare Representative ,4,Unknown,7756,22266,0,No,17,3,3,0,Unknown,1,2,6,0,4,1989,Yes,A
1108,33,Yes,Travel_Rarely,Unknown,25,3,Medical,1,Male,2,1, Research Scientist ,2,Single,6477,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,1990,No,B
1114,33,No,Travel_Rarely,Unknown,7,3,Life Sciences,4,Female,3,2, Sales Executive ,2,Married,6477,13401,0,No,17,3,3,1,4,3,3,3,0,2,1990,No,B
1217,46,No,Travel_Rarely,Unknown,15,2,Life Sciences,4,Male,3,5, Research Director ,2,Unknown,19081,10849,5,No,11,3,1,1,25,2,3,4,0,3,1977,Yes,B
1234,32,No,Travel_Rarely,Unknown,13,3,Other,3,Female,2,1, Laboratory Technician ,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,1991,Yes,B
1286,28,No,Travel_Rarely,Unknown,1,4,Medical,4,Male,3,1, Laboratory Technician ,3,Single,6477,6842,0,Yes,11,3,3,0,Unknown,2,2,4,0,2,1995,No,A
1291,35,No,Travel_Rarely,Unknown,6,1,Life Sciences,3,Male,3,1, Research Scientist ,3,Married,6477,6020,0,Yes,14,3,4,0,4,3,3,3,2,2,1988,No,A
1301,28,No,Travel_Rarely,Unknown,1,3,Technical Degree,4,Male,3,1, Research Scientist ,1,Single,2080,4732,2,No,11,3,2,0,5,2,2,3,1,2,1995,No,B
1303,25,No,Travel_Rarely, Research & Development ,1,3,Medical,4,Female,3,1, Research Scientist ,2,Single,2096,18830,1,No,18,3,4,0,Unknown,3,2,2,2,1,1998,No,B
1308,58,No,Travel_Rarely,Unknown,23,4,Life Sciences,1,Male,3,1, Research Scientist ,3,Unknown,6477,26076,1,No,12,3,4,2,Unknown,3,3,2,2,2,1965,Yes,A
1311,30,No,Travel_Rarely,Unknown,6,3,Technical Degree,1,Female,2,2, Laboratory Technician ,4,Married,4627,23631,0,No,12,3,1,1,10,6,3,9,6,7,1993,Yes,A
1317,50,No,Travel_Rarely,Unknown,46,3,Life Sciences,3,Female,3,4, Research Director ,1,Married,6477,22422,4,No,11,3,2,0,Unknown,2,3,3,1,2,1973,Yes,B
1329,41,No,Travel_Rarely,Unknown,10,2,Medical,3,Male,1,2, Sales Executive ,2,Single,6477,22074,1,No,13,3,1,0,19,4,3,19,11,9,1982,Yes,B
1331,31,Yes,Travel_Rarely,Unknown,1,3,Unknown,4,Female,3,1, Sales Representative ,2,Unknown,2302,8319,1,Yes,11,3,1,0,Unknown,2,4,3,2,2,1992,No,B
1333,44,Yes,Travel_Rarely,Unknown,3,3,Life Sciences,1,Male,3,1, Laboratory Technician ,1,Unknown,6477,14669,4,No,12,3,3,0,10,4,4,3,1,2,1979,Yes,B
1358,25,No,Travel_Rarely, Research & Development ,19,1,Medical,4,Male,3,1, Laboratory Technician ,4,Married,6477,9075,3,No,11,3,3,3,Unknown,6,2,3,1,2,1998,No,A
1361,40,No,Travel_Rarely,Unknown,1,4,Life Sciences,2,Male,3,1, Laboratory Technician ,2,Unknown,6477,6762,3,No,22,4,3,1,7,3,3,4,0,3,1983,Yes,B
1371,27,No,Travel_Frequently,Unknown,2,1,Life Sciences,4,Male,1,2, Sales Executive ,4,Single,5071,20392,3,No,20,4,2,0,Unknown,3,3,6,0,0,1996,No,A
1380,35,Yes,Travel_Rarely,Unknown,18,4,Marketing,4,Female,3,2, Sales Executive ,3,Married,6477,23288,0,No,18,3,3,1,5,0,2,4,3,2,1988,Yes,A
1389,31,Yes,Travel_Rarely,Unknown,22,4,Unknown,4,Male,3,2, Manufacturing Director ,3,Married,6477,21057,1,No,15,3,4,2,10,3,2,10,6,7,1992,Yes,A
1392,41,No,Travel_Rarely,Unknown,22,3,Unknown,4,Female,3,2, Research Scientist ,4,Unknown,5467,13953,3,No,14,3,1,2,12,4,2,6,3,3,1982,No,A
1396,32,No,Travel_Rarely,Unknown,2,1,Marketing,3,Male,3,2, Sales Executive ,2,Married,6477,20497,0,Yes,13,3,1,3,4,3,2,3,1,2,1991,Yes,B
1403,27,No,Travel_Rarely,Unknown,10,3,Marketing,4,Female,2,2, Sales Executive ,4,Married,5769,7100,1,Yes,11,3,4,0,Unknown,3,3,6,4,4,1996,Yes,A
1405,27,Yes,Travel_Rarely,Unknown,22,4,Life Sciences,4,Female,3,1, Research Scientist ,3,Single,2394,25681,1,Yes,13,3,4,0,8,2,3,8,7,7,1996,Yes,A
1411,37,No,Travel_Rarely,Unknown,11,3,Medical,1,Female,3,1, Laboratory Technician ,3,Single,3629,19106,4,No,18,3,1,0,8,6,3,3,0,2,1986,Yes,A
1412,35,No,Travel_Frequently,Unknown,18,2,Life Sciences,3,Male,3,3, Manufacturing Director ,4,Unknown,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,1988,Yes,A
1415,25,No,Travel_Rarely,Unknown,1,3,Unknown,1,Male,3,1, Laboratory Technician ,4,Unknown,3229,4910,4,No,11,3,2,1,7,2,2,3,0,2,1998,Yes,A
1428,30,No,Travel_Rarely,Unknown,7,4,Marketing,4,Female,3,2, Sales Executive ,1,Divorced,6477,12761,7,No,14,3,2,2,Unknown,3,3,3,0,2,1993,Yes,B
1436,36,No,Travel_Rarely,Unknown,16,4,Marketing,3,Female,2,2, Sales Executive ,1,Unknown,5647,13494,4,No,13,3,1,2,11,3,2,3,0,2,1987,No,B
